Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Source,Rapport_Collecte,Source_encoded,Categorie_encoded
-0.8140787600142246,-0.5571622289880827,-0.48888197567089586,-0.02050894164052868,-1.584744599988118,0.8354389939442899,Papier,Collecte_Citoyenne,"Lot de papier récupéré dans un site non renseigné. Poids léger de 16.7 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",1,1.0
-0.37962893107081785,-0.6024044969903826,-0.48888197567089586,-0.10642631703853173,-0.937707597670935,4.727747627434259,Plastique,Usine_A,"Lot plastique à l'Usine A. Volume 64.7 L, poids 47.3 kg. Aspect indéterminée, rigidité moyenne. Aucune trace de métal.",2,2.0
-0.5831866795610013,-0.7528261291979448,-0.48888197567089586,-0.14216071734277966,-0.6141890965123434,3.2954775244231835,Plastique,Usine_B,"Déchet plastique collecté à l'Usine B. Poids 33.0 kg, volume 44.0 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",3,2.0
1.616943340454136,1.8306157109735788,-0.48888197567089586,-0.2059604765549595,0.6798849081220227,5.6328002208091945,Verre,Collecte_Citoyenne,"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 187.8 kg, volume 400.2 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",1,3.0
0.8268442709154759,0.7585070917186121,-0.48888197567089586,-0.2062285707651603,1.0034034092806143,3.96501510708507,Verre,Collecte_Citoyenne,"Déchets en verre identifiés via la collecte citoyenne. Poids 132.2 kg, volume 252.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",1,3.0
-0.8140289501976499,-0.5519825122423095,-0.48888197567089586,-0.02050894164052868,-1.584744599988118,0.8356142295018787,Papier,Usine_A,"Feuilles et cartons collectés provenant de l'Usine A. Masse totale 16.7 kg. Matériau léger, souple et opaque. Matériau mélangé à d'autres déchets.",2,1.0
-0.19769542461449452,-0.19339978731280164,2.207894313140285,-0.02050894164052868,0.3563664069634312,18.023596648731825,Métal,Centre_Tri,"Métal de récupération au centre de tri municipal. Masse 60.1 kg. Forte conductivité (0.954), rigidité élevée. Bonne valeur marchande.",0,0.0
-0.8841473461082145,-0.7041318167274395,-0.48888197567089586,-0.10642631703853173,-1.584744599988118,0.5889312049580131,Papier,Collecte_Citoyenne,"Lot de papier récupéré via la collecte citoyenne. Poids léger de 11.8 kg, volume moyen. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",1,1.0
-0.9003371254503819,-1.0146761062215066,-0.48888197567089586,-0.02050894164052868,-1.584744599988118,0.5319740586491103,,Centre_Tri,"Lot de déchets non identifiés au Centre de Tri. Masse 10.6 kg. Comportement physique atypique, classification incertaine. Odeur inhabituelle signalée par l'agent.",0,
-0.7630077055378053,-0.5536018300210827,-0.48888197567089586,-0.02050894164052868,-0.937707597670935,1.015111703527617,Papier,Usine_A,"Lot de papier récupéré à l'Usine A. Poids léger de 20.3 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",2,1.0
-0.5779513873814708,-0.6968799599596914,-0.48888197567089586,-0.13168563186874144,-0.6141890965123434,3.332314011979592,Plastique,Collecte_Citoyenne,"Déchet plastique collecté issu de la collecte citoyenne. Poids 33.3 kg, volume 51.7 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",1,2.0
1.2858353184560969,1.4434085626992952,-0.48888197567089586,-0.1776768837304632,0.6798849081220227,4.93387896977493,Verre,Usine_A,"Déchets en verre identifiés provenant de l'Usine A. Poids 164.5 kg, volume 346.8 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",2,3.0
-0.7052323705239881,-0.34988931026148484,-0.48888197567089586,-0.1391819958756248,-0.937707597670935,2.4367413885396374,Plastique,Centre_Tri,"Déchets plastiques divers au centre de tri municipal. Poids estimé 24.4 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée.",0,2.0
-0.4135539106549935,-0.2931924442219812,-0.48888197567089586,-0.15477789064025627,-0.6141890965123434,4.489045173884479,Plastique,Centre_Tri,"Déchets plastiques divers au Centre de Tri. Poids estimé 44.9 kg. Opacité légèrement translucide, souplesse variable. Volume surestimé, vérification recommandée.",0,2.0
-0.5963136749885162,-0.5998602728774345,-0.48888197567089586,-0.12509026984699914,-0.6141890965123434,3.2031135479465065,Plastique,Usine_A,"Lot plastique en provenance de l'Usine A. Volume 65.1 L, poids 32.0 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",2,2.0
-0.12203113968976315,0.12629705014372508,2.02802753010925,-0.02050894164052868,1.0034034092806143,19.62076050960982,Métal,Usine_A,"Déchet métallique détecté à l'Usine A. Poids 65.4 kg, volume 165.2 L. Conductivité élevée (0.890), rigidité importante. Étiquetage absent sur le conteneur.",2,0.0
-0.24031382022501666,-0.03778428183587505,-0.48888197567089586,10.122716910096415,0.3563664069634312,17.12398382155134,Métal,Usine_A,"Ferraille ou métal collecté à l'Usine A. Masse 57.1 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",2,0.0
-0.6651718149781147,-0.9187967224494428,-0.48888197567089586,-0.09714420053159464,-0.937707597670935,2.7186148934489136,Plastique,Usine_A,"Lot plastique provenant de l'Usine A. Volume 21.1 L, poids 27.2 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",2,2.0
-0.7883450577352442,-0.8904001881992011,-0.48888197567089586,-0.1272269527752141,-0.5494853962806251,1.851945093844259,Plastique,Usine_A,"Lot plastique à l'Usine A. Volume 25.0 L, poids 18.5 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",2,2.0
-0.12066052975119959,-0.25792331250179645,1.875895716625121,-0.02050894164052868,1.3269219104392058,19.64969210743581,Métal,Usine_B,"Lot métallique à l'Usine B. Poids 65.5 kg, volume 112.2 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur.",3,0.0
-0.294038925498057,-0.36754158900251477,1.7961562770744648,-0.02050894164052868,0.3563664069634312,15.989924381891996,Métal,Collecte_Citoyenne,"Déchet métallique détecté lors d'une collecte citoyenne. Poids 53.3 kg, volume 97.1 L. Conductivité élevée (0.808), rigidité importante. Étiquetage absent sur le conteneur.",1,0.0
-0.6403920897145963,-0.8022026527430556,-0.48888197567089586,-0.1552760690246416,-0.6141890965123434,2.8929696400454423,Plastique,Usine_B,"Plastique de tri sélectif à l'Usine B. Masse 28.9 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",3,2.0
1.346912840494948,1.2574874959579398,-0.48888197567089586,-0.1962653958868591,1.0034034092806143,5.062804804479471,Verre,Collecte_Citoyenne,Lot de verre trié issu de la collecte citoyenne. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.,1,3.0
-0.6790532764530517,-0.8451910280753058,-0.48888197567089586,-0.1705839770854161,-0.937707597670935,2.620942353817679,Plastique,Collecte_Citoyenne,"Lot plastique via la collecte citoyenne. Volume 31.2 L, poids 26.2 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",1,2.0
